serial_number,name_of_facility,type_of_facility_select_one_of_phc_secondary_tertiary_pfp_fbo,presumptive_classification_presumptive_ds_tb,presumptive_classification_presumptive_dr_tb,presumptive_examined_for_diagnosis,presumptive_examinations_xpert,presumptive_examinations_afb,presumptive_examinations_tb_lamp_lf_lam_and_others,presumptive_examinations_screened_with_x_ray,presumptive_bacteriologically_positive_xpert_positive,presumptive_bacteriologically_positive_smear_positive,presumptive_bacteriologically_positive_tb_lamp_lf_lam_positive,presumptive_chest_x_ray_suggestive,presumptive_total_diagnosed,presumptive_rifampicin_resistant_cases,presumptive_previously_known_hiv_status_positive,presumptive_previously_known_hiv_status_negative,presumptive_hiv_status_positive,presumptive_hiv_status_negative,presumptive_hiv_status_unknown,presumptive_no_of_presumptive_that_are_hc_ws,presumptive_referred_from_the_community,presumptive_referred_from_ppm,confirmed_pulmonary_tb_cases_new,confirmed_pulmonary_tb_cases_relapse,confirmed_pulmonary_tb_cases_tx_history_unknown,confirmed_pulmonary_tb_cases_all_other_retreatment_tb_cases,confirmed_eptb_cases_new,confirmed_eptb_cases_relapse,confirmed_eptb_cases_tx_history_unknown,confirmed_eptb_cases_all_other_retreatment_tb_cases,total_tb_cases,previously_known_hiv_status_positive,previously_known_hiv_status_negative,previously_unknown_hiv_status_tested_for_hiv_positive,previously_unknown_hiv_status_tested_for_hiv_negative,previously_unknown_hiv_status_not_tested,bacteriologically_diagnosed_xpert_positive,bacteriologically_diagnosed_smear_positive,bacteriologically_diagnosed_tb_lamp_positive,bacteriologically_diagnosed_lf_lam_positive,clinically_diagnosed_x_ray_other_clinical_diagnosis,no_of_health_care_workers_diagnosed_with_tb,community_activity_referred_from_the_community,community_activity_managed_by_treatment_supporter,quarter,lga,year,presumptive_bacteriologically_positive_truenat_positive,presumptive_examinations_truenat,bacteriologically_diagnosed_truenat_positive,presumptive_no_of_presumptive_that_are_positive_for_covid_19,presumptive_no_of_presumptive_that_are_tested_for_covid_19,presumptive_other_clinical_diagnosis,no_of_tb_patients_with_covid_19_infection,facility,zones,states,lgas,lat,lon
42,FOMWAN,PFP,75,0,75,75,0,0,7,7,0,0,3,10,0,0,0,0,75,0,0,45,75,10,0,0,0,0,0,0,0,10,3,7,0,0,0,7,0,0,0,3,0,0,10,3,Kaduna north,2021,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
43,FOMWAN,PFP,75,0,75,75,0,0,7,7,0,0,1,8,0,0,0,0,75,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,7,0,0,0,1,0,0,8,4,Kaduna north,2021,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
44,FOMWAN,PFP,32,0,32,32,0,0,0,11,0,0,0,11,0,0,0,0,32,0,0,0,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,11,0,0,0,0,0,0,11,1,Kaduna north,2022,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
45,FOMWAN,PFP,32,0,32,32,0,0,5,5,0,0,1,6,0,0,0,0,32,0,0,0,32,6,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,0,1,0,0,6,2,Kaduna north,2022,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
1,FOMWAN,PFP,25,0,25,25,0,0,2,7,0,0,2,9,0,0,0,0,9,16,0,0,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,7,0,0,0,2,0,7,9,3,Kaduna north,2022,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
2,FOMWAN,PFP,171,0,171,168,0,0,3,8,0,0,4,12,0,0,0,0,21,150,0,300,171,12,0,0,0,0,0,0,0,12,0,12,0,0,0,8,0,0,0,4,0,0,12,4,Kaduna north,2022,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
3,FOMWAN,PFP,76,0,76,70,0,0,6,5,4,0,5,14,0,6,0,0,70,0,0,0,76,14,0,0,0,0,0,0,0,14,0,14,0,0,0,5,4,0,0,5,0,0,14,1,Kaduna north,2023,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
4,FOMWAN,PFP,169,0,169,109,0,0,60,5,0,0,10,15,0,0,0,0,60,109,0,0,169,15,0,0,0,0,0,0,0,15,0,15,0,0,0,5,0,0,0,10,0,0,15,2,Kaduna north,2023,0,0,0,0,0,0,0,Fomwan,,,,10.55744,7.45244
5,G H KAWO,SECONDARY,99,9,108,108,0,0,0,30,0,0,8,38,0,0,0,0,108,0,0,0,0,38,0,0,0,0,0,0,0,38,3,35,0,0,0,30,0,0,0,8,0,0,38,1,Kaduna north,2021,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
6,G H KAWO,SECONDARY,91,5,96,96,0,0,0,30,0,0,2,32,0,6,0,0,90,0,0,0,0,31,1,0,0,0,0,0,0,32,3,29,0,0,0,30,0,0,0,2,0,19,32,2,Kaduna north,2021,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
7,G H KAWO,SECONDARY,103,3,106,106,0,0,0,13,0,0,17,30,0,3,0,0,53,50,0,99,0,30,0,0,0,0,0,0,0,30,2,28,0,0,0,13,0,0,0,17,0,20,30,3,Kaduna north,2021,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
8,G H KAWO,SECONDARY,103,3,106,106,0,0,0,17,0,0,30,47,0,3,0,0,53,50,0,55,0,47,0,0,0,0,0,0,0,47,7,40,0,0,0,17,0,0,0,30,0,46,47,4,Kaduna north,2021,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
9,G H KAWO,SECONDARY,940,10,950,950,0,0,120,20,0,0,28,48,0,10,40,0,80,820,0,0,0,46,1,0,1,0,0,0,0,48,2,46,0,0,0,20,0,0,0,28,0,40,45,1,Kaduna north,2022,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
10,G H KAWO,SECONDARY,201,19,220,220,0,0,43,21,0,0,33,54,0,18,0,0,100,102,0,0,0,54,0,0,0,0,0,0,0,54,4,50,0,0,0,21,0,0,0,33,0,46,54,2,Kaduna north,2022,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
11,G H KAWO,SECONDARY,262,0,262,262,0,0,14,20,0,0,37,57,0,11,0,0,46,205,0,109,0,56,0,0,1,0,0,0,0,57,3,54,0,0,0,20,0,0,0,37,0,49,57,3,Kaduna north,2022,0,0,0,1,6,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
12,G H KAWO,SECONDARY,349,0,349,300,0,0,49,30,0,0,39,69,0,0,0,5,64,280,0,250,0,66,2,0,1,0,0,0,0,69,5,64,0,0,0,30,0,0,0,39,0,45,69,4,Kaduna north,2022,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
13,G H KAWO,SECONDARY,577,25,584,553,0,0,31,49,0,0,31,80,0,35,0,0,567,0,0,602,0,78,0,0,0,0,0,0,0,78,11,67,0,0,0,47,0,0,0,31,0,71,78,1,Kaduna north,2023,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
14,G H KAWO,SECONDARY,750,5,755,700,0,0,55,25,0,0,43,68,0,25,0,0,230,500,0,243,0,66,2,0,0,0,0,0,0,68,8,60,0,0,0,25,0,0,0,43,0,50,68,2,Kaduna north,2023,0,0,0,0,0,0,0,Ghkawo,NWZ,Kaduna,Jemaa,10.5825988,7.4570276
15,GARDEN CITY,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
16,GARDEN CITY,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2021,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
17,GARDEN CITY,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
18,GARDEN CITY,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2021,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
19,GARDEN CITY,PFP,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
20,GARDEN CITY,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2022,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
21,GARDEN CITY,PFP,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
22,GARDEN CITY,PFP,192,0,192,190,0,0,2,16,0,0,2,18,0,0,0,0,0,192,0,0,192,18,0,0,0,0,0,0,0,18,0,18,0,0,0,16,0,0,0,2,0,0,18,4,Kaduna north,2022,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
23,GARDEN CITY,PFP,117,0,117,117,0,0,0,7,0,0,0,7,0,0,0,0,0,117,0,0,117,7,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,7,1,Kaduna north,2023,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
24,GARDEN CITY,PFP,95,0,95,95,0,0,0,10,0,0,0,10,0,0,0,0,0,95,0,0,95,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,10,2,Kaduna north,2023,0,0,0,0,0,0,0,Gardencity,,,,10.53645,7.45157
25,GARKUWA,PFP,18,0,18,10,8,0,0,0,1,0,0,1,0,0,0,0,18,0,0,0,18,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,Kaduna north,2021,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
26,GARKUWA,PFP,109,0,109,109,0,0,0,11,1,0,0,12,0,9,0,0,40,60,0,0,109,11,1,0,0,0,0,0,0,12,0,12,0,0,0,11,1,0,0,0,0,0,12,2,Kaduna north,2021,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
27,GARKUWA,PFP,12,0,12,12,0,0,0,2,0,0,2,4,0,0,0,0,12,0,0,0,12,4,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,2,0,1,4,3,Kaduna north,2021,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
28,GARKUWA,PFP,12,0,12,12,0,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,Kaduna north,2021,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
29,GARKUWA,PFP,43,0,43,43,0,0,0,8,0,0,0,8,0,0,0,0,12,31,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,0,0,0,0,8,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
30,GARKUWA,PFP,16,0,16,16,0,0,0,4,0,0,0,4,0,0,0,0,16,0,0,0,16,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,2,Kaduna north,2022,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
31,GARKUWA,PFP,60,0,60,60,0,0,0,5,0,0,0,5,0,0,0,0,0,60,0,30,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,5,3,Kaduna north,2022,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
32,GARKUWA,PFP,73,0,73,73,0,0,0,6,0,0,0,6,0,0,0,0,0,73,0,0,73,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,4,Kaduna north,2022,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
33,GARKUWA,PFP,36,0,36,30,0,0,6,4,0,0,1,5,0,0,6,0,30,0,0,36,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,1,0,0,5,1,Kaduna north,2023,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
34,GARKUWA,PFP,238,0,238,238,0,0,0,20,0,0,0,20,0,0,0,0,0,238,0,0,238,20,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,20,2,Kaduna north,2023,0,0,0,0,0,0,0,Garkuwa,,,,10.54733,7.45309
35,GIWA HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
36,GIWA HOSPITAL,PFP,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2021,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
37,GIWA HOSPITAL,PFP,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
38,GIWA HOSPITAL,PFP,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2021,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
39,GIWA HOSPITAL,PFP,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
40,GIWA HOSPITAL,PFP,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2022,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
41,GIWA HOSPITAL,PFP,31,0,31,31,0,0,0,2,0,0,0,2,0,0,0,0,0,31,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,3,Kaduna north,2022,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
42,GIWA HOSPITAL,PFP,183,0,183,180,0,0,3,13,0,0,2,15,0,0,0,0,0,183,0,0,183,15,0,0,0,0,0,0,0,15,0,15,0,0,0,13,0,0,0,2,0,0,15,4,Kaduna north,2022,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
43,GIWA HOSPITAL,PFP,111,0,111,111,0,0,0,9,0,0,0,9,0,0,0,0,0,111,0,0,111,9,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,0,0,9,1,Kaduna north,2023,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
44,GIWA HOSPITAL,PFP,120,0,120,100,0,0,20,9,0,0,4,13,0,0,0,0,0,120,0,0,120,13,0,0,0,0,0,0,0,13,0,13,0,0,0,9,0,0,0,4,0,0,13,2,Kaduna north,2023,0,0,0,0,0,0,0,Giwahospital,NWZ,Kaduna,Igabi,10.5438147,7.4363862
45,HAYIN BANKI PHC,PHC,18,0,18,18,0,0,0,2,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,1,Kaduna north,2021,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
1,HAYIN BANKI PHC,PHC,45,0,45,45,0,0,0,3,0,0,0,3,0,0,3,0,0,42,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,3,2,Kaduna north,2021,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
2,HAYIN BANKI PHC,PHC,20,0,20,20,0,0,0,1,0,0,0,1,0,0,0,0,0,20,0,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Kaduna north,2021,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
3,HAYIN BANKI PHC,PHC,295,0,295,295,0,0,0,15,0,0,0,15,0,0,0,0,0,295,0,295,0,15,0,0,0,0,0,0,0,15,0,15,0,0,0,15,0,0,0,0,0,15,15,4,Kaduna north,2021,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
4,HAYIN BANKI PHC,PHC,369,0,369,369,0,0,0,41,0,0,0,41,0,0,0,0,0,369,0,0,0,41,0,0,0,0,0,0,0,41,0,41,0,0,0,41,0,0,0,0,0,40,41,1,Kaduna north,2022,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
5,HAYIN BANKI PHC,PHC,145,0,145,145,0,0,0,9,0,0,0,9,0,0,0,0,0,145,0,123,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,0,9,9,2,Kaduna north,2022,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
6,HAYIN BANKI PHC,PHC,93,0,93,91,0,0,0,3,0,0,0,3,0,0,0,0,0,93,0,67,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,1,3,3,Kaduna north,2022,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
7,HAYIN BANKI PHC,PHC,311,0,311,311,0,0,0,2,0,0,0,2,0,0,0,0,0,311,0,300,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2,4,Kaduna north,2022,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
8,HAYIN BANKI PHC,PHC,280,0,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2023,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
9,HAYIN BANKI PHC,PHC,375,0,375,375,0,0,0,4,0,0,0,4,0,0,0,0,0,375,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,2,Kaduna north,2023,0,0,0,0,0,0,0,Hayinbankiphc,,,,10.57979,7.43675
10,HUSNAH HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
11,HUSNAH HOSPITAL,PFP,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2021,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
12,HUSNAH HOSPITAL,PFP,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
13,HUSNAH HOSPITAL,PFP,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2021,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
14,HUSNAH HOSPITAL,PFP,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
15,HUSNAH HOSPITAL,PFP,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2022,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
16,HUSNAH HOSPITAL,PFP,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
17,HUSNAH HOSPITAL,PFP,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2022,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
18,HUSNAH HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2023,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
19,HUSNAH HOSPITAL,PFP,203,0,203,203,0,0,0,4,0,0,7,11,0,0,0,0,0,203,0,0,203,11,0,0,0,0,0,0,0,11,0,11,0,0,0,4,0,0,0,7,0,0,11,2,Kaduna north,2023,0,0,0,0,0,0,0,Husnahhospital,NWZ,Kaduna,Kaduna north,10.5845599,7.470711
20,IMAM HOSPITAL,PFP,140,0,140,140,0,0,0,6,0,0,1,7,0,0,7,0,140,0,0,0,140,7,0,0,0,0,0,0,0,7,0,7,0,0,0,6,0,0,0,1,0,0,7,1,Kaduna north,2021,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
21,IMAM HOSPITAL,PFP,78,0,78,78,0,0,0,13,0,0,0,13,0,0,0,0,0,78,0,0,78,13,0,0,0,0,0,0,0,13,1,12,0,0,0,13,0,0,0,0,0,0,13,2,Kaduna north,2021,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
22,IMAM HOSPITAL,PFP,26,0,26,26,0,0,0,3,0,0,1,4,0,0,0,0,0,26,0,15,26,4,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,1,0,2,4,3,Kaduna north,2021,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
23,IMAM HOSPITAL,PFP,75,0,75,75,0,0,0,6,0,0,0,6,0,0,0,0,0,75,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,4,Kaduna north,2021,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
24,IMAM HOSPITAL,PFP,96,0,96,7,0,6,12,7,0,0,1,8,0,0,0,0,0,96,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,7,0,0,0,1,0,0,8,1,Kaduna north,2022,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
25,IMAM HOSPITAL,PFP,63,0,63,63,0,0,3,9,0,0,0,9,0,0,0,0,63,0,0,0,63,9,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,0,0,9,2,Kaduna north,2022,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
26,IMAM HOSPITAL,PFP,103,0,103,103,0,0,7,5,0,0,7,12,0,0,0,0,0,103,0,0,103,12,0,0,0,0,0,0,0,12,0,12,0,0,0,5,0,0,0,7,0,0,12,3,Kaduna north,2022,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
27,IMAM HOSPITAL,PFP,120,0,120,111,0,0,9,10,0,0,7,17,0,0,0,0,0,120,0,0,120,17,0,0,0,0,0,0,0,17,0,17,0,0,0,10,0,0,0,7,0,0,17,4,Kaduna north,2022,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
28,IMAM HOSPITAL,PFP,108,0,108,100,0,0,8,8,0,0,5,13,0,0,0,0,0,108,0,0,108,13,0,0,0,0,0,0,0,13,0,13,0,0,0,8,0,0,0,5,0,0,13,1,Kaduna north,2023,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
29,IMAM HOSPITAL,PFP,150,0,150,130,0,0,20,8,0,0,7,15,0,0,0,0,0,150,0,0,150,15,0,0,0,0,0,0,0,15,0,15,0,0,0,8,0,0,0,7,0,0,15,2,Kaduna north,2023,0,0,0,0,0,0,0,Imamhospital,NWZ,Kaduna,Kaduna north,10.5839297,7.4706224
30,IYALI HOSPITAL,PFP,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
31,IYALI HOSPITAL,PFP,3,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,Kaduna north,2021,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
32,IYALI HOSPITAL,PFP,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
33,IYALI HOSPITAL,PFP,75,0,75,75,0,0,0,5,0,0,1,6,0,0,0,0,10,65,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,0,1,0,0,6,4,Kaduna north,2021,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
